"20190502","0059","´I¨¹ª÷¿Ä","7,000","5","316,870","45.07","45.30","45.07","45.30","+","0.40","45.20","1","45.47","30","0.00"
"20190503","0059","´I¨¹ª÷¿Ä","6,000","6","271,170","45.30","45.35","45.12","45.13","-","0.17","45.31","10","45.56","10","0.00"
"20190506","0059","´I¨¹ª÷¿Ä","4,000","4","179,110","44.93","44.93","44.60","44.60","-","0.53","44.69","5","44.89","30","0.00"
"20190507","0059","´I¨¹ª÷¿Ä","3,000","3","135,430","45.12","45.18","45.12","45.18","+","0.58","44.92","5","45.05","30","0.00"
"20190508","0059","´I¨¹ª÷¿Ä","205,000","10","9,190,380","44.83","45.04","44.70","45.04","-","0.14","44.89","1","45.10","30","0.00"
"20190509","0059","´I¨¹ª÷¿Ä","3,000","2","134,180","44.88","44.88","44.65","44.65","-","0.39","44.45","30","44.70","30","0.00"
"20190510","0059","´I¨¹ª÷¿Ä","7,000","4","313,440","44.79","44.79","44.70","44.70","+","0.05","44.47","30","44.71","30","0.00"
"20190513","0059","´I¨¹ª÷¿Ä","6,000","2","266,640","44.44","44.44","44.44","44.44","-","0.26","44.04","30","44.25","1","0.00"
"20190514","0059","´I¨¹ª÷¿Ä","3,000","3","131,420","43.84","43.84","43.79","43.79","-","0.65","43.79","1","43.89","30","0.00"
"20190515","0059","´I¨¹ª÷¿Ä","27,000","3","1,186,040","43.82","44.08","43.82","43.85","+","0.06","43.85","1","44.05","30","0.00"
"20190516","0059","´I¨¹ª÷¿Ä","4,000","4","175,150","43.80","43.80","43.77","43.77","-","0.08","43.42","30","43.65","30","0.00"
"20190517","0059","´I¨¹ª÷¿Ä","21,000","5","917,230","43.75","43.75","43.64","43.66","-","0.11","43.48","30","43.72","30","0.00"
"20190520","0059","´I¨¹ª÷¿Ä","140,000","10","6,164,020","43.71","44.10","43.71","44.10","+","0.44","43.99","10","44.13","30","0.00"
"20190521","0059","´I¨¹ª÷¿Ä","3,000","3","133,590","44.30","44.83","44.30","44.83","+","0.73","44.79","10","44.87","20","0.00"
"20190522","0059","´I¨¹ª÷¿Ä","73,000","4","3,256,750","44.83","44.83","44.60","44.62","-","0.21","44.59","50","44.67","1","0.00"
"20190523","0059","´I¨¹ª÷¿Ä","3,000","3","133,760","44.58","44.59","44.58","44.59","-","0.03","44.52","50","44.65","20","0.00"
"20190524","0059","´I¨¹ª÷¿Ä","3,000","3","133,850","44.60","44.65","44.60","44.65","+","0.06","44.68","50","44.77","1","0.00"
"20190527","0059","´I¨¹ª÷¿Ä","2,000","2","89,760","44.88","44.88","44.88","44.88","+","0.23","44.81","20","44.88","18","0.00"
"20190528","0059","´I¨¹ª÷¿Ä","44,000","8","1,962,550","44.80","44.80","44.59","44.59","-","0.29","44.68","20","44.78","20","0.00"
"20190529","0059","´I¨¹ª÷¿Ä","78,000","7","3,479,010","44.69","44.69","44.57","44.61","+","0.02","44.65","1","44.69","20","0.00"
"20190530","0059","´I¨¹ª÷¿Ä","45,000","4","2,023,920","44.91","45.04","44.91","45.04","+","0.43","45.04","15","45.11","20","0.00"
"20190531","0059","´I¨¹ª÷¿Ä","6,000","4","272,170","45.33","45.41","45.32","45.41","+","0.37","45.41","2","45.52","20","0.00"
"20190603","0059","´I¨¹ª÷¿Ä","4,000","4","181,890","45.35","45.61","45.35","45.53","+","0.12","45.51","35","45.58","22","0.00"
"20190604","0059","´I¨¹ª÷¿Ä","3,000","3","136,790","45.54","45.65","45.54","45.65","+","0.12","45.64","20","45.65","1","0.00"
"20190605","0059","´I¨¹ª÷¿Ä","6,000","3","274,140","45.85","45.85","45.64","45.64","-","0.01","45.56","20","45.66","22","0.00"
"20190606","0059","´I¨¹ª÷¿Ä","4,000","2","182,560","45.64","45.64","45.64","45.64"," ","0.00","45.87","20","45.89","20","0.00"
"20190610","0059","´I¨¹ª÷¿Ä","28,000","5","1,296,840","46.21","46.35","46.17","46.35","+","0.71","46.33","20","46.35","1","0.00"
"20190611","0059","´I¨¹ª÷¿Ä","31,000","4","1,433,920","46.27","46.27","46.20","46.20","-","0.15","45.92","20","46.00","20","0.00"
"20190612","0059","´I¨¹ª÷¿Ä","28,000","4","1,268,550","45.25","45.31","45.24","45.31","-","0.89","45.37","20","45.44","20","0.00"
"20190613","0059","´I¨¹ª÷¿Ä","6,000","4","271,860","45.31","45.37","45.22","45.22","-","0.09","45.29","20","45.36","20","0.00"
"20190614","0059","´I¨¹ª÷¿Ä","18,000","7","817,460","45.37","45.48","45.37","45.44","+","0.22","45.40","1","45.48","24","0.00"
"20190617","0059","´I¨¹ª÷¿Ä","33,000","4","1,497,520","45.44","45.48","45.36","45.48","+","0.04","45.52","35","45.58","22","0.00"
"20190618","0059","´I¨¹ª÷¿Ä","15,000","9","685,920","45.80","45.80","45.68","45.80","+","0.32","45.85","20","45.87","20","0.00"
"20190619","0059","´I¨¹ª÷¿Ä","7,000","6","323,760","46.20","46.35","46.15","46.34","+","0.54","46.36","20","46.44","20","0.00"
"20190620","0059","´I¨¹ª÷¿Ä","13,000","7","603,160","46.38","46.44","46.35","46.39","+","0.05","46.38","20","46.45","21","0.00"
"20190621","0059","´I¨¹ª÷¿Ä","5,000","3","231,340","46.37","46.37","46.21","46.21","-","0.18","46.21","1","46.28","20","0.00"
"20190624","0059","´I¨¹ª÷¿Ä","6,876","3","318,563","46.27","46.34","46.27","46.34","+","0.13","46.32","20","46.42","42","0.00"
"20190625","0059","´I¨¹ª÷¿Ä","3,186","5","147,434","46.28","46.29","46.26","46.26","-","0.08","46.29","20","46.38","20","0.00"
"20190626","0059","´I¨¹ª÷¿Ä","10,000","7","463,820","46.35","46.41","46.35","46.41","+","0.15","46.30","51","46.40","22","0.00"
"20190627","0059","´I¨¹ª÷¿Ä","5,000","5","232,870","46.57","46.58","46.57","46.57","+","0.16","46.62","2","46.70","22","0.00"
"20190628","0059","´I¨¹ª÷¿Ä","0","0","0","--","--","--","--"," ","0.00","46.46","35","46.51","22","0.00"
"20190701","0059","´I¨¹ª÷¿Ä","7,000","6","326,760","46.68","46.70","46.67","46.67","X","0.00","46.59","35","46.72","1","0.00"
"20190702","0059","´I¨¹ª÷¿Ä","6,000","6","279,690","46.66","46.66","46.54","46.54","-","0.13","46.57","20","46.65","20","0.00"
"20190703","0059","´I¨¹ª÷¿Ä","4,000","3","185,730","46.43","46.44","46.43","46.44","-","0.10","46.40","35","46.58","20","0.00"
"20190704","0059","´I¨¹ª÷¿Ä","3,000","3","140,230","46.67","46.78","46.67","46.78","+","0.34","46.80","20","46.89","20","0.00"
"20190705","0059","´I¨¹ª÷¿Ä","13,085","6","613,027","46.83","46.91","46.82","46.91","+","0.13","46.92","20","46.98","20","0.00"
"20190708","0059","´I¨¹ª÷¿Ä","7,000","7","328,120","46.96","46.96","46.76","46.76","-","0.15","46.85","20","46.88","20","0.00"
"20190709","0059","´I¨¹ª÷¿Ä","3,000","3","140,650","46.85","46.94","46.85","46.86","+","0.10","46.77","20","46.88","42","0.00"
"20190710","0059","´I¨¹ª÷¿Ä","3,000","3","141,090","46.96","47.08","46.96","47.08","+","0.22","47.04","20","47.14","22","0.00"
"20190711","0059","´I¨¹ª÷¿Ä","2,000","2","94,580","47.28","47.30","47.28","47.30","+","0.22","47.31","20","47.41","22","0.00"
"20190712","0059","´I¨¹ª÷¿Ä","32,000","5","1,515,230","47.41","47.42","47.34","47.36","+","0.06","47.25","1","47.29","22","0.00"
"20190715","0059","´I¨¹ª÷¿Ä","3,230","4","152,118","47.03","47.21","47.02","47.21","-","0.15","47.16","35","47.25","1","0.00"
"20190716","0059","´I¨¹ª÷¿Ä","1,000","1","47,250","47.25","47.25","47.25","47.25","+","0.04","47.13","20","47.19","20","0.00"
"20190717","0059","´I¨¹ª÷¿Ä","4,063","5","191,165","47.05","47.07","47.04","47.07","-","0.18","47.08","20","47.19","22","0.00"
"20190718","0059","´I¨¹ª÷¿Ä","1,000","1","47,110","47.11","47.11","47.11","47.11","+","0.04","47.02","20","47.11","20","0.00"
"20190719","0059","´I¨¹ª÷¿Ä","1,000","1","47,220","47.22","47.22","47.22","47.22","+","0.11","47.09","20","47.19","22","0.00"
"20190722","0059","´I¨¹ª÷¿Ä","1,000","1","47,210","47.21","47.21","47.21","47.21","-","0.01","47.21","19","47.32","22","0.00"
"20190723","0059","´I¨¹ª÷¿Ä","44,057","5","2,082,814","47.31","47.31","47.27","47.28","+","0.07","47.17","20","47.27","43","0.00"
"20190724","0059","´I¨¹ª÷¿Ä","22,000","2","1,039,280","47.24","47.24","47.24","47.24","-","0.04","47.02","20","47.07","20","0.00"
"20190725","0059","´I¨¹ª÷¿Ä","4,084","3","193,091","47.28","47.28","47.28","47.28","+","0.04","47.26","20","47.36","23","0.00"
"20190726","0059","´I¨¹ª÷¿Ä","5,000","5","236,100","47.21","47.24","47.20","47.23","-","0.05","47.11","20","47.22","23","0.00"
"20190729","0059","´I¨¹ª÷¿Ä","2,000","2","94,340","47.17","47.17","47.17","47.17","-","0.06","47.17","35","47.21","23","0.00"
